TRANS_NODE_NAME,LONGITUDE,LATITUDE
PORT KLANG_MALAYSIA,-0.386592,0.831116
JALALABAD,70.497566,34.396725
GQSSG,8.784953999999999,3.7511330000000003
CRKBI,9.906216,2.939002
PGPOM,147.14191599999998,-9.450242
OMSAL,54.11075,17.019384
MEBAR,19.084827999999998,42.088977
BOGOTA,-74.143677,4.700564
SRPBO,-55.160752,5.820976
IDSRG,110.42323700000001,-6.942514
CVPRA,-23.501379999999997,14.912567999999998
NAHA_JAPAN,127.68136399999999,26.219754
KWSWK,47.919944,29.345684000000002
TRAMR,28.669266999999998,40.989325
SCVIC,55.462547,-4.6168379999999996
IQISU,45.476189,35.603928
GWOXB,-15.574836,11.864158999999999
LYMRA,15.213318,32.363723
SOBER,45.01399,10.434794
KMMUT,44.392846999999996,-12.1668
TRTEK,27.510109000000003,40.977436
SINGAPORE_SINGAPORE,0.831116,-0.386592
BEANR,4.361672,51.224946
IDBLW,98.689071,3.7851589999999997
POINTE NOIRE_CONGO,0.831116,-0.386592
SKBTS,17.143092000000003,48.152712
KATI,-17.434224,14.697166000000001
KENBO,36.929846000000005,-1.325971
ALEXANDRIA,0.831116,-0.386592
RWKGL,30.101640000000003,-1.9683830000000002
ILASH,34.649693,31.832021
SKBUS,129.05366899999999,35.123412
TRMER,34.629573,36.806591
DJJIB,43.141337,11.605914
NZNPE,176.90253700000002,-39.49357
CNXMN,118.13186599999999,24.503395
CALLAO_PERU,0.831116,-0.386592
RUNOV,37.784678,44.731095
HNTGU,-88.614405,15.695357000000001
GEPTI,41.657559,42.157565999999996
SOBBO,45.012203,10.427424
SINGAPORE,0.831116,-0.386592
MGVOH,50.006346,-13.354598999999999
SAKAC,39.088623,22.526035999999998
LONGONI,45.167177,-12.725498
DKCPH,12.565448,55.663495
HNSLO,-87.41982900000001,13.394997
TOTBU,-175.183605,-21.143794
NZWLG,174.783146,-41.133914000000004
UAYUZ,31.017494,46.627866999999995
GYGEO,-58.161689,6.804906
TRKOR,29.756378,40.771003
MYWSP,101.392212,2.9977549999999997
COLON CONTAINER TERMINAL,-79.863599,9.358666
PLGDN,18.688604,54.391954000000005
BHKBS,50.618965,26.215183000000003
PKPCT,67.056352,24.789875
CDFIH,15.328674,-4.31406
SOMGQ,45.329531,2.020956
ROTTERDAM_NETHERLANDS,0.831116,-0.386592
MYPGU,103.902799,1.434944
REPDG,55.313671,-20.930269
VUVLI,168.320504,-17.746235000000002
LVRIX,24.094715,56.959247999999995
CDFBM,27.609671999999996,-11.560917
LRMLW,-10.793387,6.318373
MVMLE,73.537678,4.2199
MTMAR,14.545074,35.837744
PAMAN,-79.882856,9.361846
KEMOM,39.668206,-4.043476999999999
KMYVA,43.246986,-11.707512
ILHFA,35.011745,32.81766
MGTMM,49.425022999999996,-18.156641
ARRAZ,-70.13894499999999,-20.211789000000003
CNNGB,121.548309,29.848245000000002
ESALC,-0.49141899999999994,38.34585
BSNAS,-77.330586,25.067444000000002
QINGDAO_CHINA,0.831116,-0.386592
LBKYE,35.825653,34.45695
ASUNCION,-57.51418100000001,-25.242289000000003
KAMPALA,0.831116,-0.386592
DURBAN,0.831116,-0.386592
GETBS,45.016259000000005,41.845446
ITBRI,16.89724,41.159867999999996
MANZANILLO_PANAMA,-79.882856,9.361846
KNBAS,-62.709036,17.293943
BRRIG,-52.109587,-32.110987
COLON FREE TRADE ZONE,-79.863599,9.358666
GRSKG,22.916251000000003,40.635704
GOTHENBURG_SWEDEN,11.952784,57.705189000000004
CYFMG,33.642386,34.923437
TEGUCIGALPA,-87.190422,14.088692000000002
BOSRZ,-63.271640000000005,-17.730093
PABAL,-79.566958,8.961348
CLARI,-70.317264,-18.479529
CDGOM,29.23896,-1.6709060000000002
DAR ES SALAAM_TANZANIA,0.831116,-0.386592
INVTZ,83.218482,17.686816
PHSPS,120.21088400000001,14.817848000000001
MYKUC,110.450324,1.61426
DAMMAM,50.191041999999996,26.479906
CWWIL,-68.945045,12.168691
MODJO_ETHIOPIA,-0.386592,0.831116
