loadingOrder,timestamp,longitude,latitude,speed,direction,carrierName,vesselMMSI,onboardDate,TRANSPORT_TRACE
AE223035353902,2019-07-06T12:58:38.000Z,122.06132,30.618195,10,14320,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T12:59:28.000Z,122.062268,30.61711,11,14240,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T13:00:28.000Z,122.063578,30.615658,12,14180,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T13:03:38.000Z,122.069337,30.61004,18,13440,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T13:06:48.000Z,122.077477,30.60513,17,11940,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T13:07:08.000Z,122.078423,30.604657,17,12020,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T13:08:08.000Z,122.081157,30.603363,18,11800,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T13:11:08.000Z,122.090925,30.599433,22,11550,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T13:12:38.000Z,122.096347,30.597232,23,11520,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T13:13:08.000Z,122.098318,30.596342,24,11760,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T13:14:38.000Z,122.10375,30.593653,25,12040,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T13:14:58.000Z,122.105002,30.593025,25,12050,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T13:15:08.000Z,122.105683,30.592663,25,12120,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T13:16:58.000Z,122.112568,30.589048,25,12130,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T13:18:38.000Z,122.119058,30.585733,25,12070,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T13:26:28.000Z,122.147562,30.570475,26,12090,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T13:28:28.000Z,122.155848,30.566225,27,12090,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T13:38:28.000Z,122.200723,30.558005,27,10170,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T13:43:38.000Z,122.224772,30.554815,27,9650,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T13:56:18.000Z,122.266,30.54989,15,10110,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T13:57:08.000Z,122.268358,30.549445,17,10300,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T13:58:08.000Z,122.27149,30.548877,18,10200,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T14:02:38.000Z,122.28695,30.546565,21,10000,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T14:04:38.000Z,122.294348,30.5455,21,9950,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T14:12:28.000Z,122.324207,30.54143,22,9940,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T14:21:08.000Z,122.357163,30.53934,22,9420,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T14:25:08.000Z,122.372975,30.538425,23,9470,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T14:27:08.000Z,122.381022,30.537985,23,9380,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T14:28:08.000Z,122.385078,30.537795,23,9360,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T14:34:38.000Z,122.411115,30.536222,22,9500,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T14:58:08.000Z,122.501133,30.528893,21,9950,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T14:59:08.000Z,122.504878,30.52833,21,9950,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T15:00:08.000Z,122.508508,30.527832,21,9950,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T15:01:08.000Z,122.512268,30.527347,21,9740,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T15:08:38.000Z,122.539277,30.521335,21,10960,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T15:11:08.000Z,122.548118,30.518527,21,11090,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T15:13:08.000Z,122.55507,30.51624,21,11100,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T15:14:08.000Z,122.55867,30.515027,21,11160,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T15:15:18.000Z,122.562742,30.51369,21,11130,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T15:16:18.000Z,122.566347,30.512485,21,11110,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T15:18:18.000Z,122.57342,30.510147,22,11060,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T15:27:58.000Z,122.608158,30.499245,22,10980,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T15:28:58.000Z,122.611815,30.49814,22,10970,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T15:29:58.000Z,122.61535,30.497058,22,10950,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T15:31:38.000Z,122.621377,30.495205,22,10990,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T15:32:18.000Z,122.623705,30.494457,22,11050,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T15:33:18.000Z,122.627292,30.493327,21,11010,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T15:35:38.000Z,122.63563,30.490648,22,11020,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T15:50:18.000Z,122.68805,30.473818,22,10980,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T15:59:28.000Z,122.721367,30.463697,22,10910,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T16:01:58.000Z,122.730573,30.461025,22,10910,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T16:02:58.000Z,122.734193,30.459943,22,10890,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T16:06:38.000Z,122.747782,30.456027,22,10880,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T16:07:38.000Z,122.751447,30.454943,22,11140,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T16:17:08.000Z,122.781725,30.436523,22,12660,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T16:57:28.000Z,122.807705,30.299577,23,17480,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T16:59:28.000Z,122.808402,30.292668,23,17440,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T17:06:38.000Z,122.809745,30.267763,23,17820,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T17:22:38.000Z,122.810485,30.210252,24,17890,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T17:40:18.000Z,122.808748,30.145317,24,18270,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T17:42:48.000Z,122.807873,30.136115,24,18670,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T17:44:48.000Z,122.80659,30.128777,24,18910,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T17:52:18.000Z,122.801087,30.10148,24,19150,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T17:53:18.000Z,122.800197,30.097843,24,19180,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T17:56:18.000Z,122.797387,30.086987,24,19260,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T18:58:38.000Z,122.687302,29.872218,25,20440,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T19:03:28.000Z,122.67479,29.857595,24,21880,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T19:04:28.000Z,122.672327,29.854932,23,21900,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-06T19:34:48.000Z,122.59892,29.796653,18,23150,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-07T00:23:18.000Z,122.540807,29.751805,0,26270,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-07T01:23:28.000Z,122.538031,29.753011,0,29670,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-07T02:19:38.000Z,122.537593,29.753837,0,31730,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-07T03:16:38.000Z,122.537685,29.754888,0,3710,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-07T04:17:18.000Z,122.53881,29.75618,0,11980,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-07T05:55:38.000Z,122.541547,29.757105,0,13150,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-07T07:05:18.000Z,122.542732,29.756332,0,10160,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-07T07:23:18.000Z,122.542853,29.756082,0,10200,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-07T08:20:18.000Z,122.54306,29.753683,0,14330,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-07T09:19:38.000Z,122.542533,29.752652,0,20620,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-07T13:08:18.000Z,122.53838,29.752297,0,28990,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-07T14:10:38.000Z,122.537503,29.752768,0,16080,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-07T14:17:08.000Z,122.53754,29.75265,0,17860,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-07T14:53:18.000Z,122.536923,29.75362,0,30520,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-07T15:25:38.000Z,122.536718,29.754095,0,30710,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-07T15:26:18.000Z,122.536718,29.754095,0,30710,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-07T16:17:18.000Z,122.53667,29.754823,0,5040,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-07T16:22:58.000Z,122.53678,29.755055,0,5350,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-07T19:56:08.000Z,122.167185,29.909732,27,30740,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-07T20:24:48.000Z,122.073453,29.903913,13,23560,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-07T21:22:18.000Z,122.056997,29.888827,0,27530,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-07T21:37:58.000Z,122.056948,29.888857,0,24830,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-07T22:28:58.000Z,122.05693,29.88883,0,22850,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-07T23:34:18.000Z,122.056892,29.889028,0,24170,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-08T00:13:58.000Z,122.057057,29.888882,0,29280,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-08T01:58:58.000Z,122.056722,29.888663,0,19460,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-08T02:31:58.000Z,122.056973,29.888747,0,20170,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-08T03:52:18.000Z,122.056997,29.88879,0,18310,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-08T04:22:18.000Z,122.05708,29.888892,0,17470,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-08T04:49:18.000Z,122.057037,29.888982,0,16310,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-08T06:01:18.000Z,122.056853,29.888828,0,7050,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-08T06:16:18.000Z,122.056995,29.88884,0,10090,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-08T07:10:58.000Z,122.056947,29.888838,0,15670,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-08T08:16:58.000Z,122.057042,29.888862,0,28980,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-08T08:28:18.000Z,122.0571,29.888882,0,17270,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-08T09:07:18.000Z,122.057045,29.888862,0,13110,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-08T09:10:18.000Z,122.05713,29.88873,0,8400,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-08T11:34:58.000Z,122.057035,29.888897,0,23160,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-08T11:37:18.000Z,122.056987,29.888822,0,22470,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-08T11:52:18.000Z,122.057015,29.888665,0,17770,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-08T12:16:58.000Z,122.057048,29.888802,0,26220,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-08T14:04:18.000Z,122.056823,29.888817,0,19570,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-08T14:28:18.000Z,122.057013,29.888902,0,17900,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-08T14:58:18.000Z,122.057022,29.888848,0,21170,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-08T15:34:18.000Z,122.05693,29.888883,0,14590,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-08T15:46:18.000Z,122.057045,29.888827,0,3910,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-08T16:43:58.000Z,122.057022,29.888862,0,14620,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-08T17:16:58.000Z,122.057038,29.888882,0,12020,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-08T18:25:58.000Z,122.056988,29.888835,0,14290,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-08T18:34:18.000Z,122.056977,29.888887,0,9670,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
AE223035353902,2019-07-08T19:34:18.000Z,122.057008,29.888852,0,20530,OIEQNT,C2075927370,2019/07/02  04:12:48,CNYTN-MXZLO
